Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1212,Charlie,Jones,35,Finance-Illinois,Active,8/28/2024,80623.08,charlie.jones@example.com,-5671649327,Excellent,TRUE
EMP1213,David,Davis,40,HR-Texas,Inactive,4/19/2020,77751.78,david.davis@example.com,-9802714871,Excellent,FALSE
EMP1214,Grace,Williams,25,HR-New York,Active,10/14/2021,115157.81,grace.williams@example.com,-7178333210,Good,FALSE
EMP1215,Frank,Jones,30,Admin-Texas,Inactive,8/26/2024,83071.85,frank.jones@example.com,-6025643470,Poor,FALSE
EMP1216,Heidi,Brown,40,Sales-Texas,Active,2/8/2020,67914.67,heidi.brown@example.com,-2871539914,Excellent,TRUE
EMP1217,Grace,Jones,25,HR-New York,Inactive,9/6/2020,53342.46,grace.jones@example.com,-6686334140,Poor,FALSE
EMP1218,Heidi,Garcia,25,Cloud Tech-Florida,Pending,1/2/2023,51150.47,heidi.garcia@example.com,-1159319524,Excellent,FALSE
EMP1219,David,Davis,30,HR-Florida,Active,6/13/2023,74697.12,david.davis@example.com,-6904098365,Average,TRUE
EMP1220,Charlie,Williams,25,Sales-California,Active,12/13/2022,88085.74,charlie.williams@example.com,-5528993159,Excellent,TRUE
EMP1221,Alice,Williams,40,Finance-Texas,Pending,3/3/2022,118672.76,alice.williams@example.com,-8752437728,Poor,FALSE
EMP1222,Alice,Miller,35,Cloud Tech-California,Active,2/10/2024,95997.31,alice.miller@example.com,-4209548148,Average,FALSE
EMP1223,Frank,Brown,30,Cloud Tech-California,Pending,11/24/2021,106945.62,frank.brown@example.com,-7374605232,Average,FALSE
EMP1224,Heidi,Johnson,40,DevOps-New York,Active,5/9/2020,100123.15,heidi.johnson@example.com,-276420864,Average,FALSE
EMP1225,Alice,Johnson,35,Admin-Texas,Active,12/19/2024,52933.42,alice.johnson@example.com,-6756618442,Poor,TRUE
EMP1226,Grace,Jones,,Finance-California,Active,3/22/2024,95283.03,grace.jones@example.com,-8612590471,Good,FALSE
EMP1227,Alice,Miller,35,HR-Texas,Inactive,6/13/2022,112264.06,alice.miller@example.com,-9277423329,Good,FALSE
EMP1228,Grace,Smith,35,Admin-Florida,Pending,10/15/2022,75714.28,grace.smith@example.com,-5912662014,Good,TRUE
EMP1229,Eva,Jones,25,DevOps-Florida,Active,5/31/2022,92171.73,eva.jones@example.com,-7201859625,Poor,FALSE
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,9/15/2023,70694.8,eva.miller@example.com,-3013674925,Average,TRUE
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,7/4/2022,52964.86,grace.brown@example.com,-1764750110,Good,TRUE
EMP1232,Frank,Brown,,Finance-California,Pending,6/8/2024,116353.31,frank.brown@example.com,-1783099973,Poor,TRUE
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,11/23/2020,116695.26,grace.brown@example.com,-1926764920,Good,FALSE
EMP1234,Heidi,Brown,25,Admin-Texas,Active,5/13/2024,95161.4,heidi.brown@example.com,-5182606887,Excellent,FALSE
EMP1235,Alice,Brown,,Admin-Nevada,Inactive,1/29/2022,76040.94,alice.brown@example.com,-7189813128,Good,TRUE
EMP1236,Charlie,Miller,,HR-Florida,Inactive,8/23/2023,69508.28,charlie.miller@example.com,-2087510292,Good,FALSE
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,2/24/2023,58243.27,alice.miller@example.com,-2184011844,Average,FALSE
EMP1238,Heidi,Williams,30,Sales-California,Pending,10/2/2022,64012.48,heidi.williams@example.com,-8260340847,Poor,TRUE
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,6/28/2020,106735.93,bob.garcia@example.com,-7297585987,Average,TRUE
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,1/15/2023,70325.36,frank.johnson@example.com,-3103032431,Average,FALSE
EMP1241,Charlie,Davis,30,HR-Illinois,Active,9/5/2020,118959.28,charlie.davis@example.com,-9839542960,Average,TRUE
EMP1242,David,Brown,40,Cloud Tech-California,Pending,3/18/2023,75823.78,david.brown@example.com,-8446267145,Average,FALSE
EMP1243,Charlie,Smith,,Cloud Tech-Texas,Inactive,3/26/2022,119971.65,charlie.smith@example.com,-2831435988,Average,FALSE
EMP1244,Grace,Davis,40,Sales-Texas,Active,10/11/2021,94963.7,grace.davis@example.com,-2625660930,Good,FALSE
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,1/7/2021,103744.71,frank.miller@example.com,-4181861514,Average,FALSE
EMP1246,Alice,Smith,25,Sales-New York,Inactive,12/3/2020,61337.69,alice.smith@example.com,-5423401635,Average,TRUE
EMP1247,David,Smith,35,Sales-California,Active,5/28/2021,63741.13,david.smith@example.com,-1128497184,Poor,TRUE
EMP1248,Eva,Smith,30,DevOps-California,Pending,12/28/2022,56539.99,eva.smith@example.com,-9484910255,Excellent,TRUE
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,5/24/2023,73633.37,charlie.williams@example.com,-2588967923,Good,TRUE
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,4/28/2024,90373.99,alice.miller@example.com,-822269404,Good,FALSE
EMP1251,Grace,Smith,,DevOps-Texas,Inactive,12/25/2024,93901.48,grace.smith@example.com,-3967275783,Good,FALSE
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,9/1/2021,81748.09,eva.brown@example.com,-4683414650,Average,TRUE
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,2/21/2021,73813.48,charlie.jones@example.com,-1131290147,Average,FALSE
EMP1254,Frank,Smith,35,Finance-New York,Inactive,11/20/2022,89315.59,frank.smith@example.com,-7068277880,Average,FALSE
EMP1255,Heidi,Williams,25,HR-Florida,Active,10/15/2020,56776.82,heidi.williams@example.com,-6093068537,Poor,FALSE
EMP1256,Grace,Davis,,Finance-New York,Active,7/24/2024,72920.51,grace.davis@example.com,-9097283214,Excellent,TRUE
EMP1257,Frank,Miller,30,Admin-Florida,Pending,8/14/2022,84913.18,frank.miller@example.com,-2850676250,Average,TRUE
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,5/8/2021,65060.11,alice.garcia@example.com,-5381447442,Excellent,TRUE
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,10/9/2023,82941.08,alice.williams@example.com,-963480796,Poor,FALSE
EMP1260,Bob,Smith,40,Admin-California,Pending,1/19/2022,103469.97,bob.smith@example.com,-509754509,Good,TRUE
EMP1261,Grace,Miller,25,Sales-Illinois,Active,1/12/2022,88725.6,grace.miller@example.com,-5265016730,Average,TRUE
EMP1262,Heidi,Jones,,HR-Illinois,Pending,6/5/2023,58316.77,heidi.jones@example.com,-8826170242,Excellent,TRUE
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,3/26/2024,60098.72,grace.smith@example.com,-7654562840,Excellent,TRUE
EMP1264,Grace,Williams,,Cloud Tech-Texas,Active,10/7/2020,99951.43,grace.williams@example.com,-7722560530,Average,TRUE
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,11/2/2021,115195.81,heidi.johnson@example.com,-3402665022,Good,TRUE
EMP1266,Grace,Brown,,DevOps-California,Pending,11/19/2021,85512.05,grace.brown@example.com,-7416787255,Good,FALSE
EMP1267,Heidi,Garcia,,HR-Florida,Active,1/24/2022,73186.77,heidi.garcia@example.com,-8621102257,Good,FALSE
EMP1268,Grace,Davis,,HR-Nevada,Pending,7/12/2023,51865.3,grace.davis@example.com,-305690673,Poor,TRUE
EMP1269,David,Williams,25,Sales-Florida,Active,12/9/2022,94031.77,david.williams@example.com,-4716392822,Excellent,TRUE
EMP1270,Grace,Miller,30,DevOps-New York,Active,3/18/2023,116374.36,grace.miller@example.com,-4143637188,Excellent,FALSE
EMP1271,Alice,Garcia,40,HR-Florida,Active,4/25/2022,98335.02,alice.garcia@example.com,-2392312603,Excellent,FALSE
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,2/28/2021,89262.07,heidi.garcia@example.com,-3260931065,Poor,TRUE
EMP1273,Heidi,Garcia,,Finance-California,Active,7/30/2022,113848.69,heidi.garcia@example.com,-8433567085,Excellent,TRUE
EMP1274,Frank,Smith,35,Sales-Florida,Active,5/19/2021,69530.45,frank.smith@example.com,-414545634,Poor,TRUE
EMP1275,Eva,Brown,35,DevOps-New York,Pending,12/14/2023,84230.22,eva.brown@example.com,-200053473,Good,TRUE
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,1/17/2023,76578.59,eva.smith@example.com,-9162475540,Average,FALSE
EMP1277,Frank,Miller,30,HR-Texas,Inactive,1/2/2024,55532.06,frank.miller@example.com,-1082555988,Excellent,TRUE
EMP1278,Eva,Smith,40,Admin-New York,Pending,7/9/2021,115311.68,eva.smith@example.com,-5343961128,Excellent,TRUE
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,5/5/2021,66972.06,charlie.johnson@example.com,-1093371188,Good,TRUE
EMP1280,David,Brown,30,Cloud Tech-Texas,Inactive,11/7/2021,100215.06,david.brown@example.com,-5473820235,Average,TRUE
EMP1281,Charlie,Brown,25,Sales-New York,Inactive,8/30/2023,115452.25,charlie.brown@example.com,-8485571616,Poor,FALSE
EMP1282,Heidi,Miller,30,HR-California,Inactive,8/15/2023,54141.38,heidi.miller@example.com,-6880294239,Average,FALSE
EMP1283,David,Davis,,DevOps-Nevada,Active,12/24/2020,79251.95,david.davis@example.com,-9036788126,Good,FALSE
EMP1284,Alice,Johnson,40,Finance-New York,Pending,11/21/2024,114822.78,alice.johnson@example.com,-8686694319,Good,TRUE
EMP1285,Alice,Williams,35,Sales-Illinois,Active,11/17/2021,69919.32,alice.williams@example.com,-2939087883,Average,TRUE
EMP1286,Heidi,Smith,30,Sales-Florida,Inactive,1/29/2021,106616.97,heidi.smith@example.com,-4344812307,Poor,FALSE
EMP1287,Heidi,Jones,35,DevOps-New York,Active,2/17/2024,73597.85,heidi.jones@example.com,-3402424032,Poor,TRUE
EMP1288,David,Smith,30,Sales-Nevada,Inactive,8/20/2024,79939.23,david.smith@example.com,-8105955183,Excellent,TRUE
EMP1289,Grace,Garcia,25,Admin-New York,Inactive,10/24/2021,N/A,grace.garcia@example.com,-2694500533,Poor,FALSE
EMP1290,Grace,Smith,30,Finance-California,Inactive,9/10/2021,90772.25,grace.smith@example.com,-2408916497,Average,FALSE
EMP1291,Eva,Williams,35,DevOps-New York,Active,9/29/2023,58275.74,eva.williams@example.com,-3735439626,Good,FALSE
EMP1292,Grace,Smith,,DevOps-California,Pending,8/28/2020,94709.79,grace.smith@example.com,-3652717271,Excellent,FALSE
EMP1293,Frank,Johnson,,Admin-New York,Active,9/6/2022,60722.99,frank.johnson@example.com,-2397240421,Excellent,TRUE
EMP1294,Frank,Johnson,40,DevOps-Illinois,Inactive,3/31/2024,87626.24,frank.johnson@example.com,-6931216375,Good,TRUE
EMP1295,David,Brown,30,DevOps-Illinois,Active,12/12/2022,81272.36,david.brown@example.com,-1820916600,Poor,FALSE
EMP1296,Bob,Miller,,Cloud Tech-Texas,Pending,11/1/2022,64150.97,bob.miller@example.com,-23142899,Good,TRUE
EMP1297,Charlie,Davis,35,Sales-Florida,Active,10/25/2023,64378.1,charlie.davis@example.com,-1851327971,Poor,FALSE
EMP1298,Bob,Jones,,Finance-Texas,Inactive,9/27/2020,85927.35,bob.jones@example.com,-4572308480,Good,FALSE
EMP1299,Alice,Garcia,,Finance-Nevada,Inactive,1/21/2024,51523.93,alice.garcia@example.com,-18418619,Average,TRUE
EMP1300,Alice,Smith,30,Sales-Texas,Active,5/17/2022,74117.02,alice.smith@example.com,-3036625435,Poor,FALSE
EMP1301,Alice,Smith,25,Finance-Texas,Inactive,4/17/2022,62598.69,alice.smith@example.com,-1721314518,Average,TRUE
EMP1302,Grace,Williams,35,Finance-Florida,Inactive,2/8/2022,55617.5,grace.williams@example.com,-5151092267,Excellent,TRUE
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,3/15/2022,87018.98,charlie.miller@example.com,-5926249450,Good,TRUE
EMP1304,David,Johnson,25,Cloud Tech-California,Inactive,10/11/2023,100336.58,david.johnson@example.com,-4754102251,Excellent,TRUE
EMP1305,Grace,Jones,30,Admin-Florida,Inactive,11/13/2020,69295.48,grace.jones@example.com,-6771196420,Excellent,FALSE
EMP1306,Bob,Brown,25,DevOps-Florida,Pending,4/17/2024,115536.66,bob.brown@example.com,-5226557675,Excellent,TRUE
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,3/9/2020,81250.87,david.johnson@example.com,-9523668787,Excellent,FALSE
EMP1308,Alice,Garcia,30,DevOps-Texas,Inactive,6/17/2022,66403.75,alice.garcia@example.com,-7883619688,Good,FALSE
EMP1309,Alice,Miller,30,Sales-California,Active,7/28/2024,114147.79,alice.miller@example.com,-3135030586,Excellent,FALSE
EMP1310,Frank,Garcia,30,HR-New York,Pending,12/3/2022,65472.99,frank.garcia@example.com,-2105524727,Good,FALSE
EMP1311,Alice,Davis,,Sales-Nevada,Active,7/6/2023,97512.51,alice.davis@example.com,-6333021259,Good,TRUE
EMP1312,Alice,Brown,35,DevOps-Nevada,Inactive,5/28/2024,86712.41,alice.brown@example.com,-6501917919,Average,TRUE
EMP1313,Grace,Davis,30,HR-Florida,Active,3/25/2024,87654.98,grace.davis@example.com,-2521310961,Poor,FALSE
EMP1314,David,Williams,35,DevOps-New York,Inactive,4/28/2020,89367.02,david.williams@example.com,-2728476569,Poor,FALSE
EMP1315,Charlie,Garcia,40,Admin-California,Active,11/7/2021,95269.41,charlie.garcia@example.com,-4120092819,Good,TRUE
EMP1316,Frank,Williams,25,Sales-Nevada,Active,4/15/2020,68792.31,frank.williams@example.com,-6678498435,Average,FALSE
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,10/7/2023,89119.53,alice.smith@example.com,-2418623689,Good,TRUE
EMP1318,Frank,Davis,35,Cloud Tech-New York,Active,2/27/2024,58212.13,frank.davis@example.com,-3628917755,Good,FALSE
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,2/22/2021,77764.24,heidi.miller@example.com,-6205634110,Good,TRUE
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,8/21/2023,75148.17,frank.garcia@example.com,-5950342810,Average,FALSE
EMP1321,Heidi,Jones,40,Cloud Tech-Nevada,Inactive,4/8/2024,108781.18,heidi.jones@example.com,-3904383033,Poor,FALSE
EMP1322,Frank,Brown,35,Finance-Texas,Pending,11/4/2024,65489.19,frank.brown@example.com,-1990970050,Average,TRUE
EMP1323,Eva,Johnson,,Sales-Illinois,Pending,5/5/2022,70663.46,eva.johnson@example.com,-4054683564,Excellent,FALSE
EMP1324,David,Miller,40,Sales-New York,Inactive,2/1/2023,95822.56,david.miller@example.com,-2156818208,Average,FALSE
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,10/1/2022,82258.03,eva.miller@example.com,-6790422710,Average,TRUE
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,9/27/2022,62883.34,frank.williams@example.com,-3322889856,Average,FALSE
EMP1327,Alice,Davis,,Cloud Tech-Texas,Pending,4/9/2020,103503.72,alice.davis@example.com,-2545960632,Average,TRUE
EMP1328,David,Garcia,25,DevOps-New York,Active,3/23/2021,85401.3,david.garcia@example.com,-9912971023,Poor,TRUE
EMP1329,Heidi,Garcia,40,Cloud Tech-Texas,Pending,2/3/2023,N/A,heidi.garcia@example.com,-8171752420,Excellent,FALSE
EMP1330,Eva,Smith,,HR-Texas,Pending,7/23/2024,98850.14,eva.smith@example.com,-4955112746,Poor,FALSE
EMP1331,Charlie,Smith,25,Cloud Tech-Illinois,Active,5/8/2021,63435.24,charlie.smith@example.com,-4721970545,Poor,FALSE
EMP1332,Frank,Brown,35,Finance-Texas,Inactive,4/11/2022,82129.84,frank.brown@example.com,-6927589550,Average,FALSE
EMP1333,David,Williams,35,DevOps-Texas,Pending,10/23/2024,95492.61,david.williams@example.com,-6874090379,Good,FALSE
EMP1334,Grace,Miller,40,Finance-Illinois,Inactive,4/24/2020,94572.37,grace.miller@example.com,-2146296135,Good,FALSE
EMP1335,Bob,Garcia,40,Finance-Nevada,Inactive,3/4/2023,118413.05,bob.garcia@example.com,-7157787111,Poor,FALSE
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,8/31/2022,68976.65,alice.jones@example.com,-1663651558,Poor,TRUE
EMP1337,Eva,Williams,,Sales-Nevada,Active,1/2/2021,115013.65,eva.williams@example.com,-7371470826,Average,FALSE
EMP1338,David,Brown,,Admin-Nevada,Inactive,6/6/2020,70949.38,david.brown@example.com,-2359096055,Poor,TRUE
EMP1339,Grace,Brown,,HR-Florida,Pending,10/13/2020,105334.87,grace.brown@example.com,-7303064420,Average,FALSE
EMP1340,Bob,Williams,,DevOps-California,Active,7/19/2020,80596.18,bob.williams@example.com,-2146147682,Good,FALSE
EMP1341,Frank,Brown,,Sales-Illinois,Inactive,5/3/2024,72846.37,frank.brown@example.com,-4201654234,Good,TRUE
EMP1342,Heidi,Williams,40,Admin-California,Pending,2/7/2022,80229.36,heidi.williams@example.com,-6778265959,Excellent,FALSE
EMP1343,Grace,Johnson,25,Sales-California,Active,12/31/2023,55145.47,grace.johnson@example.com,-8931992549,Good,FALSE
EMP1344,Grace,Williams,30,DevOps-Florida,Inactive,1/8/2022,N/A,grace.williams@example.com,-2727516479,Poor,TRUE
EMP1345,Eva,Davis,40,HR-California,Active,9/28/2020,56110.81,eva.davis@example.com,-7279103367,Good,FALSE
EMP1346,Grace,Williams,25,Cloud Tech-Texas,Inactive,2/9/2023,56514.5,grace.williams@example.com,-2963533904,Average,FALSE
EMP1347,Frank,Brown,40,Cloud Tech-California,Inactive,3/5/2022,104541.84,frank.brown@example.com,-5044817765,Good,FALSE
EMP1348,David,Garcia,,Sales-New York,Pending,2/18/2022,61865.12,david.garcia@example.com,-5586851275,Excellent,TRUE
EMP1349,Eva,Davis,40,Admin-Texas,Active,6/9/2022,69317.33,eva.davis@example.com,-5289286645,Good,FALSE
EMP1350,Bob,Brown,35,HR-New York,Pending,7/4/2023,84706.17,bob.brown@example.com,-4911110960,Average,FALSE
EMP1351,Heidi,Smith,25,Admin-California,Active,3/21/2022,73255.21,heidi.smith@example.com,-7981789045,Average,FALSE
EMP1352,Frank,Smith,40,HR-Florida,Pending,5/2/2023,59528.71,frank.smith@example.com,-3378613714,Poor,FALSE
EMP1353,David,Garcia,40,HR-New York,Inactive,10/15/2021,70401.37,david.garcia@example.com,-7660538443,Good,TRUE
EMP1354,Heidi,Garcia,,Admin-California,Inactive,7/28/2021,107154.62,heidi.garcia@example.com,-4630600024,Average,TRUE
EMP1355,Bob,Davis,,Admin-Illinois,Pending,1/3/2021,97719.88,bob.davis@example.com,-8955296385,Excellent,FALSE
EMP1356,Heidi,Johnson,30,Finance-California,Pending,5/21/2020,107327.59,heidi.johnson@example.com,-3960962625,Poor,FALSE
EMP1357,Grace,Garcia,40,Admin-Nevada,Inactive,5/10/2021,67687.72,grace.garcia@example.com,-5826312818,Excellent,TRUE
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,9/8/2022,90757.08,grace.smith@example.com,-6482531105,Good,TRUE
EMP1359,Grace,Williams,,Cloud Tech-California,Pending,7/21/2024,87583.42,grace.williams@example.com,-920981959,Good,FALSE
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,12/28/2021,61643.69,bob.brown@example.com,-2752334382,Good,TRUE
EMP1361,Grace,Smith,35,Finance-Texas,Active,7/20/2020,68111.69,grace.smith@example.com,-6404120910,Poor,FALSE
EMP1362,David,Smith,40,HR-Florida,Inactive,4/30/2024,97568.88,david.smith@example.com,-7911244210,Average,TRUE
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,Active,8/28/2021,79118.28,charlie.johnson@example.com,-7536170616,Poor,TRUE
EMP1364,Bob,Davis,30,HR-California,Inactive,7/21/2022,104898.9,bob.davis@example.com,-1366572239,Excellent,TRUE
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,11/27/2023,81671.3,frank.davis@example.com,-2990155798,Poor,TRUE
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,8/11/2020,97399.75,alice.miller@example.com,-8028413907,Excellent,FALSE
EMP1367,David,Johnson,,Admin-Illinois,Active,11/8/2021,89189.43,david.johnson@example.com,-882351304,Poor,TRUE
EMP1368,David,Williams,40,DevOps-New York,Active,8/4/2023,96011.55,david.williams@example.com,-2312447314,Average,TRUE
EMP1369,David,Davis,40,Sales-Florida,Inactive,1/10/2020,99331.49,david.davis@example.com,-8477686341,Excellent,FALSE
EMP1370,Bob,Brown,,Cloud Tech-Illinois,Active,1/19/2022,72818.94,bob.brown@example.com,-3461994236,Good,TRUE
EMP1371,Eva,Garcia,40,Sales-Nevada,Inactive,5/7/2023,77204.75,eva.garcia@example.com,-6769459195,Good,TRUE
EMP1372,Bob,Johnson,35,HR-Florida,Pending,12/19/2020,106961.68,bob.johnson@example.com,-6395517207,Poor,FALSE
EMP1373,Eva,Garcia,,Sales-Texas,Pending,10/1/2020,71923,eva.garcia@example.com,-4964985600,Good,TRUE
EMP1374,Bob,Smith,30,HR-Nevada,Active,11/12/2022,77192.43,bob.smith@example.com,-2562531354,Excellent,FALSE
EMP1375,Grace,Brown,40,Admin-Florida,Pending,1/5/2023,98540.3,grace.brown@example.com,-2510505378,Good,FALSE
EMP1376,Charlie,Brown,,Admin-Florida,Inactive,10/14/2020,63096.9,charlie.brown@example.com,-5381649382,Average,FALSE
EMP1377,Alice,Smith,35,Cloud Tech-Florida,Active,2/3/2021,107065.12,alice.smith@example.com,-1849196654,Average,FALSE
EMP1378,Heidi,Johnson,40,DevOps-Florida,Inactive,12/25/2023,108792.43,heidi.johnson@example.com,-3307704610,Poor,TRUE
EMP1379,Bob,Smith,,Cloud Tech-New York,Inactive,3/7/2020,69239.7,bob.smith@example.com,-7295963903,Excellent,FALSE
EMP1380,Charlie,Garcia,40,Sales-Nevada,Inactive,1/30/2023,85756.42,charlie.garcia@example.com,-907426087,Average,TRUE
EMP1381,Eva,Miller,,HR-Illinois,Active,4/5/2024,100328.62,eva.miller@example.com,-501716444,Average,TRUE
EMP1382,Grace,Brown,25,DevOps-Nevada,Active,9/1/2021,111236.69,grace.brown@example.com,-5618579063,Excellent,TRUE
EMP1383,Eva,Jones,35,Cloud Tech-Florida,Active,5/7/2024,106832.22,eva.jones@example.com,-7715910299,Good,TRUE
EMP1384,Frank,Jones,,DevOps-Florida,Active,6/15/2023,59746.45,frank.jones@example.com,-2156321357,Good,TRUE
EMP1385,David,Garcia,25,Sales-California,Pending,7/29/2021,91780.04,david.garcia@example.com,-40104144,Poor,TRUE
EMP1386,Eva,Williams,35,Sales-California,Pending,10/23/2023,107062.66,eva.williams@example.com,-9642297124,Good,TRUE
EMP1387,Grace,Davis,25,HR-Nevada,Active,12/7/2023,110625.52,grace.davis@example.com,-2967188396,Excellent,TRUE
EMP1388,Frank,Smith,30,DevOps-Florida,Inactive,10/18/2020,90419.79,frank.smith@example.com,-7457314414,Average,TRUE
EMP1389,Grace,Smith,40,Finance-Texas,Pending,6/15/2024,111608.76,grace.smith@example.com,-8331170302,Good,TRUE
EMP1390,Eva,Williams,35,Finance-Florida,Inactive,4/6/2023,50173.12,eva.williams@example.com,-7637153987,Poor,FALSE
EMP1391,Bob,Williams,40,DevOps-Nevada,Pending,1/3/2022,109507.44,bob.williams@example.com,-5472812355,Good,FALSE
EMP1392,Grace,Garcia,30,Finance-New York,Inactive,7/3/2021,72600.56,grace.garcia@example.com,-7983631461,Excellent,FALSE
EMP1393,Charlie,Garcia,,Finance-California,Pending,4/10/2024,53388.65,charlie.garcia@example.com,-4912711306,Poor,TRUE
EMP1394,Heidi,Williams,25,Cloud Tech-New York,Inactive,7/23/2022,50047.32,heidi.williams@example.com,-2407875417,Good,FALSE
EMP1395,David,Brown,30,DevOps-California,Active,11/25/2024,115290.79,david.brown@example.com,-1563268684,Poor,FALSE
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,8/21/2023,61586.76,frank.garcia@example.com,-745106633,Excellent,FALSE
EMP1397,Eva,Miller,30,Finance-Nevada,Active,12/12/2023,56662.86,eva.miller@example.com,-3629489785,Average,TRUE
EMP1398,Bob,Garcia,30,Sales-New York,Pending,10/24/2023,N/A,bob.garcia@example.com,-1031310093,Excellent,TRUE
EMP1399,Frank,Smith,25,Finance-Nevada,Active,9/5/2022,54957.98,frank.smith@example.com,-3181439665,Excellent,TRUE
EMP1400,Bob,Garcia,25,HR-California,Inactive,10/7/2020,76790.47,bob.garcia@example.com,-1347323548,Excellent,TRUE
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,1/18/2020,92722.35,charlie.brown@example.com,-4012897431,Excellent,FALSE
EMP1402,Frank,Williams,30,DevOps-Nevada,Active,4/23/2022,93125.32,frank.williams@example.com,-5122572075,Average,FALSE
EMP1403,David,Smith,25,Cloud Tech-New York,Active,4/22/2023,101100.64,david.smith@example.com,-5024120956,Average,FALSE
EMP1404,Grace,Garcia,35,Admin-New York,Inactive,8/13/2023,55897.41,grace.garcia@example.com,-9073710093,Poor,FALSE
EMP1405,Eva,Brown,25,DevOps-California,Active,11/26/2022,92484.88,eva.brown@example.com,-3882211456,Good,TRUE
EMP1406,Grace,Miller,35,DevOps-Texas,Active,10/10/2022,77011.99,grace.miller@example.com,-7584745704,Average,TRUE
EMP1407,Bob,Garcia,,Cloud Tech-California,Inactive,9/27/2020,77078.68,bob.garcia@example.com,-4589714801,Average,TRUE
EMP1408,Grace,Brown,35,Sales-Nevada,Active,4/11/2024,82971.02,grace.brown@example.com,-6325703964,Good,FALSE
EMP1409,Bob,Miller,25,Sales-Texas,Active,6/20/2021,65102.01,bob.miller@example.com,-3136148781,Average,TRUE
EMP1410,Grace,Williams,,HR-Nevada,Pending,10/23/2022,103697.7,grace.williams@example.com,-4556964429,Excellent,TRUE
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,6/15/2023,60687.63,grace.garcia@example.com,-9859167953,Excellent,FALSE
EMP1412,Bob,Miller,,Admin-New York,Pending,10/31/2021,77351.21,bob.miller@example.com,-1072728497,Good,FALSE
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,9/29/2024,66704.62,bob.smith@example.com,-2474140702,Poor,TRUE
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,4/22/2020,71650.3,grace.williams@example.com,-4910740649,Poor,TRUE
EMP1415,Charlie,Smith,25,Cloud Tech-Nevada,Active,12/7/2023,50794.54,charlie.smith@example.com,-425488213,Good,TRUE
EMP1416,Frank,Jones,,Sales-Nevada,Inactive,12/7/2020,76030.86,frank.jones@example.com,-2369143074,Good,TRUE
EMP1417,Eva,Johnson,25,Cloud Tech-California,Inactive,7/11/2021,86669.79,eva.johnson@example.com,-3666144941,Excellent,TRUE
EMP1418,Bob,Garcia,40,Finance-Illinois,Inactive,4/23/2020,84972.7,bob.garcia@example.com,-9659234267,Poor,TRUE
EMP1419,Frank,Miller,30,HR-Texas,Pending,10/12/2023,100594.49,frank.miller@example.com,-3441497825,Average,FALSE
EMP1420,Alice,Johnson,25,Cloud Tech-New York,Active,8/24/2022,75478.35,alice.johnson@example.com,-6128758574,Excellent,FALSE
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,9/4/2023,79355.85,charlie.johnson@example.com,-6766708060,Good,FALSE
EMP1422,Grace,Miller,35,HR-Texas,Pending,2/2/2022,58358.07,grace.miller@example.com,-2943985297,Poor,TRUE
EMP1423,Alice,Williams,30,Admin-Illinois,Active,4/1/2022,54824.85,alice.williams@example.com,-9406260786,Average,FALSE
EMP1424,Eva,Garcia,35,HR-Texas,Pending,7/24/2022,50557.84,eva.garcia@example.com,-104159148,Average,TRUE
